v_net_count,success_count,inservice_count,total_revenue,total_cost,total_r2c,total_time_revenue,total_time_cost,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,violation,current_violation,total_place_violation,total_route_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
446,188,29,40379,73052,0.5527432513825769,39999732.71619599,74447163.66505028,98,832,1,7445.0,12735,3315,9420,0.4608879492600423,0.4293330102380808,445,410.8231243314293,7445.0,4,5,True,"{0: 74, 1: 17, 2: 0, 3: 57}","{(0, 1): [(74, 17)], (0, 2): [(74, 73), (73, 0)], (0, 3): [(74, 57)], (1, 2): [(17, 0)], (1, 3): [(17, 54), (54, 93), (93, 28), (28, 57)]}","{(0, 74): {'cpu': 8}, (1, 17): {'cpu': 38}, (2, 0): {'cpu': 10}, (3, 57): {'cpu': 32}}","{((0, 1), (74, 17)): {'bw': 35}, ((0, 2), (74, 73)): {'bw': 39}, ((0, 2), (73, 0)): {'bw': 39}, ((0, 3), (74, 57)): {'bw': 43}, ((1, 2), (17, 0)): {'bw': 46}, ((1, 3), (17, 54)): {'bw': 27}, ((1, 3), (54, 93)): {'bw': 27}, ((1, 3), (93, 28)): {'bw': 27}, ((1, 3), (28, 57)): {'bw': 27}}",398,278,176,88,190,88,190,88,310,120,0.6984924623115578,163507.60348390887,114208.82856413735,286.9568556887873,Success,0,0,0,0,True,True,False,0,[],4.0,5.0
447,188,29,40379,73052,0.5527432513825769,39999732.71619599,74447163.66505028,98,833,1,7464.0,12735,3315,9420,0.4608879492600423,0.4293330102380808,446,201.03710397885288,7464.0,10,20,False,"{0: 93, 1: 59, 2: 94, 3: 0, 4: 4, 5: 65, 6: 34, 7: 24, 8: 47, 9: 69}","{(0, 1): [(93, 43), (43, 59)], (0, 5): [(93, 28), (28, 85), (85, 65)], (0, 6): [(93, 3), (3, 35), (35, 34)], (0, 7): [(93, 92), (92, 58), (58, 24)], (1, 2): [(59, 4), (4, 77), (77, 94)], (1, 3): [(59, 4), (4, 29), (29, 14), (14, 0)], (1, 4): [(59, 43), (43, 33), (33, 4)], (1, 6): []}","{(0, 93): {'cpu': 10}, (1, 59): {'cpu': 20}, (2, 94): {'cpu': 6}, (3, 0): {'cpu': 28}, (4, 4): {'cpu': 21}, (5, 65): {'cpu': 49}, (6, 34): {'cpu': 5}, (7, 24): {'cpu': 10}, (8, 47): {'cpu': 9}, (9, 69): {'cpu': 49}}","{((0, 1), (93, 43)): {'bw': 33}, ((0, 1), (43, 59)): {'bw': 33}, ((0, 5), (93, 28)): {'bw': 16}, ((0, 5), (28, 85)): {'bw': 16}, ((0, 5), (85, 65)): {'bw': 16}, ((0, 6), (93, 3)): {'bw': 43}, ((0, 6), (3, 35)): {'bw': 43}, ((0, 6), (35, 34)): {'bw': 43}, ((0, 7), (93, 92)): {'bw': 7}, ((0, 7), (92, 58)): {'bw': 7}, ((0, 7), (58, 24)): {'bw': 7}, ((1, 2), (59, 4)): {'bw': 5}, ((1, 2), (4, 77)): {'bw': 5}, ((1, 2), (77, 94)): {'bw': 5}, ((1, 3), (59, 4)): {'bw': 31}, ((1, 3), (4, 29)): {'bw': 31}, ((1, 3), (29, 14)): {'bw': 31}, ((1, 3), (14, 0)): {'bw': 31}, ((1, 4), (59, 43)): {'bw': 28}, ((1, 4), (43, 33)): {'bw': 28}, ((1, 4), (33, 4)): {'bw': 28}}",0,0,414,207,560,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],10.0,8.0
448,189,30,40438,73111,0.5531041840489119,40091726.28895406,74539157.23780835,98,834,1,7472.0,12676,3286,9390,0.4656041632785819,0.431150421033501,447,1559.2130975943473,7472.0,2,1,True,"{0: 40, 1: 37}","{(0, 1): [(40, 37)]}","{(0, 40): {'cpu': 15}, (1, 37): {'cpu': 14}}","{((0, 1), (40, 37)): {'bw': 30}}",59,59,58,29,30,29,30,29,30,0,1.0,91993.5727580665,91993.5727580665,1559.2130975943473,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
448,189,29,40438,73111,0.5531041840489119,40091726.28895406,74539157.23780835,98,835,0,7482.213093572684,12761,3339,9422,0.4569848755895267,0.4292118495183861,405,729.2130935726833,6753.0,2,1,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
449,190,30,40504,73177,0.5535072495456222,40162677.3585066,74610108.30736089,98,836,1,7497.0,12695,3294,9401,0.46430313872174334,0.43048403707518024,448,1075.0162053415186,7497.0,2,1,True,"{0: 1, 1: 75}","{(0, 1): [(1, 75)]}","{(0, 1): {'cpu': 24}, (1, 75): {'cpu': 21}}","{((0, 1), (1, 75)): {'bw': 21}}",66,66,90,45,21,45,21,45,21,0,1.0,70951.06955254023,70951.06955254023,1075.0162053415186,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
449,190,30,40504,73177,0.5535072495456222,40162677.3585066,74610108.30736089,98,837,0,7508.392112603727,12695,3294,9401,0.46430313872174334,0.43048403707518024,364,1431.392112603727,6077.0,6,7,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
450,190,30,40504,73177,0.5535072495456222,40162677.3585066,74610108.30736089,98,838,1,7516.0,12695,3294,9401,0.46430313872174334,0.43048403707518024,449,689.5451087234338,7516.0,5,5,False,"{0: 63, 1: 67, 2: 88, 3: 76, 4: 41}","{(0, 4): []}","{(0, 63): {'cpu': 8}, (1, 67): {'cpu': 9}, (2, 88): {'cpu': 27}, (3, 76): {'cpu': 50}, (4, 41): {'cpu': 14}}",{},0,0,216,108,196,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],5.0,1.0
450,190,30,40504,73177,0.5535072495456222,40162677.3585066,74610108.30736089,98,839,0,7518.692043890036,12695,3294,9401,0.46430313872174334,0.43048403707518024,362,1473.6920438900363,6045.0,2,1,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
450,190,29,40504,73177,0.5535072495456222,40162677.3585066,74610108.30736089,98,840,0,7519.777304674298,13396,3414,9982,0.4447877703691657,0.39528684800387714,361,1498.7773046742975,6021.0,6,10,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
450,190,28,40504,73177,0.5535072495456222,40162677.3585066,74610108.30736089,98,841,0,7523.18242403811,13565,3492,10073,0.4321027809399902,0.38977403525776944,402,820.1824240381106,6703.0,4,4,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
